3,3.399,1564393686.119079
0,11.882,1564393686.263725
1,11.431,1564393686.382411
2,2.969,1564393686.477827
3,3.248,1564393686.598639
0,11.882,1564393686.743722
1,11.280,1564393686.861972
2,3.327,1564393686.958867
3,3.055,1564393687.078076
0,11.438,1564393687.222430
1,11.187,1564393687.341700
2,3.571,1564393687.439574
3,2.746,1564393687.557177
0,0.244,1564393687.669906
1,10.878,1564393687.820802
2,3.779,1564393687.920176
3,2.374,1564393688.036092
0,10.778,1564393688.180509
1,10.656,1564393688.300154
2,3.994,1564393688.400800
3,2.137,1564393688.515403
1,10.412,1564393688.779444
2,4.123,1564393688.881173
3,1.793,1564393688.994401
0,10.054,1564393689.138401
1,9.903,1564393689.257963
2,4.310,1564393689.361713
3,1.520,1564393689.473609
0,9.659,1564393689.617254
1,9.509,1564393689.736816
2,4.647,1564393689.842690
3,1.126,1564393689.952461
0,1.384,1564393690.073210
1,9.165,1564393690.215814
2,4.948,1564393690.323564
3,0.810,1564393690.431543
0,8.806,1564393690.574771
2,5.278,1564393690.804520
3,0.774,1564393690.911437
0,8.426,1564393691.053666
1,8.354,1564393691.173457
2,5.529,1564393691.285249
3,0.932,1564393691.391894
0,8.003,1564393691.532435
1,7.974,1564393691.652351
2,5.887,1564393691.766289
3,1.226,1564393691.872748
0,8.347,1564393692.013435
1,7.637,1564393692.131371
2,6.239,1564393692.247308
3,1.549,1564393692.353683
0,7.142,1564393692.489932
1,7.271,1564393692.610307
2,6.683,1564393692.728598
3,1.907,1564393692.834723
0,6.791,1564393692.968910
1,6.977,1564393693.089452
3,2.345,1564393693.315993
0,6.296,1564393693.447472
1,6.662,1564393693.568533
2,7.745,1564393693.691679
3,2.739,1564393693.797137
0,5.866,1564393693.926220
3,3.514,1564393694.279385
0,5.479,1564393694.405093
1,6.059,1564393694.526782
2,8.462,1564393694.653760
3,3.894,1564393694.760489
0,5.056,1564393694.883864
1,5.837,1564393695.006135
2,8.677,1564393695.134385
3,4.209,1564393695.241417
0,4.640,1564393695.362667
1,5.644,1564393695.485584
2,9.631,1564393695.617154
3,5.084,1564393695.723945
0,4.295,1564393695.841653
1,5.428,1564393695.964943
2,9.537,1564393696.096880
3,4.969,1564393696.203609
0,3.779,1564393696.320164
1,5.177,1564393696.444227
2,10.391,1564393696.579361
3,5.357,1564393696.684735
0,3.435,1564393696.799152
1,5.113,1564393696.924024
2,10.326,1564393697.059170
3,5.823,1564393697.166086
0,3.076,1564393697.278107
1,5.084,1564393697.403940
2,10.735,1564393697.540356
3,6.196,1564393697.647170
0,2.639,1564393697.756836
1,4.704,1564393697.882836
3,6.533,1564393698.128147
0,2.273,1564393698.235771
1,4.446,1564393698.362083
2,11.488,1564393698.502541
3,7.020,1564393698.609562
0,1.986,1564393698.714938
1,4.252,1564393698.841521
2,11.839,1564393698.983561
3,7.329,1564393699.090456
0,1.699,1564393699.194102
1,4.059,1564393699.320955
2,12.011,1564393699.464059
3,7.616,1564393699.571287
0,1.829,1564393699.674477
1,3.750,1564393699.800060
2,12.176,1564393699.944539
3,7.831,1564393700.051913
0,2.087,1564393700.155226
1,4.030,1564393700.280871
2,12.356,1564393700.425056
3,8.110,1564393700.532722
0,2.115,1564393700.635304
1,3.127,1564393700.758244
2,12.356,1564393700.905056
3,8.211,1564393701.013015
0,2.402,1564393701.116140
1,2.868,1564393701.237494
2,12.298,1564393701.384889
3,8.239,1564393701.493098
0,2.768,1564393701.597201
1,2.546,1564393701.716555
2,12.277,1564393701.864825
3,8.139,1564393701.972804
0,2.854,1564393702.077450
1,2.366,1564393702.196033
2,11.825,1564393702.343512
3,7.737,1564393702.451637
0,3.342,1564393702.558866
1,2.187,1564393702.675511
2,11.624,1564393702.822928
3,7.608,1564393702.931261
0,3.306,1564393703.038760
1,2.259,1564393703.155719
2,11.388,1564393703.302239
3,7.293,1564393703.410343
0,3.485,1564393703.519280
1,2.374,1564393703.636051
2,11.058,1564393703.781281
3,7.078,1564393703.889718
0,3.356,1564393703.998905
1,2.825,1564393704.117365
2,11.072,1564393704.261322
3,6.791,1564393704.368885
0,3.005,1564393704.477882
1,3.306,1564393704.598757
2,11.208,1564393704.741715
3,6.848,1564393704.849049
0,2.660,1564393704.956882
1,3.858,1564393705.080361
2,11.452,1564393705.222436
3,7.192,1564393705.330061
0,2.345,1564393705.435964
1,3.421,1564393705.559089
2,11.947,1564393705.703860
3,7.709,1564393705.811547
0,2.108,1564393705.915276
1,3.248,1564393706.038588
2,13.489,1564393706.188338
3,8.318,1564393706.293317
0,2.331,1564393706.395921
1,2.890,1564393706.517545
2,12.341,1564393706.665004
3,8.103,1564393706.772691
0,2.689,1564393706.876961
1,2.538,1564393706.996523
2,12.169,1564393707.144502
3,8.146,1564393707.252815
0,3.162,1564393707.358335
1,2.173,1564393707.475460
2,12.126,1564393707.624376
3,8.125,1564393707.732751
0,3.722,1564393707.839959
1,1.986,1564393707.954917
2,11.682,1564393708.103084
3,7.766,1564393708.211709
0,3.887,1564393708.320438
1,2.029,1564393708.435042
2,11.223,1564393708.581750
3,7.436,1564393708.690750
0,3.607,1564393708.799625
1,2.216,1564393708.915582
2,11.137,1564393709.061499
3,7.236,1564393709.170165
0,3.593,1564393709.279581
1,2.381,1564393709.396059
2,10.800,1564393709.540517
3,6.812,1564393709.648935
0,3.722,1564393709.759956
1,2.768,1564393709.877185
2,10.627,1564393710.020018
3,6.533,1564393710.128122
0,3.478,1564393710.239246
1,3.177,1564393710.358371
2,10.455,1564393710.499517
3,6.640,1564393710.608433
0,3.428,1564393710.719100
1,3.657,1564393710.839766
2,10.176,1564393710.978703
3,5.780,1564393711.085932
0,3.507,1564393711.199328
1,4.052,1564393711.320911
3,5.393,1564393711.564806
0,3.808,1564393711.680202
1,4.317,1564393711.801681
2,9.516,1564393711.936784
3,4.934,1564393712.043471
0,4.360,1564393712.161804
1,4.489,1564393712.282180
2,9.050,1564393712.415429
3,4.489,1564393712.522179
0,5.077,1564393712.643887
1,4.611,1564393712.762533
2,8.627,1564393712.894199
3,4.338,1564393713.001741
0,5.500,1564393713.125116
1,4.582,1564393713.242449
2,8.282,1564393713.373199
3,4.260,1564393713.481511
0,5.658,1564393713.605573
1,4.683,1564393713.722739
2,7.945,1564393713.852218
3,4.209,1564393713.961364
0,6.081,1564393714.086811
1,4.747,1564393714.202935
2,7.709,1564393714.331531
3,4.224,1564393714.441405
2,7.415,1564393714.810675
3,4.962,1564393714.923549
0,6.755,1564393715.048759
1,5.263,1564393715.164426
2,6.956,1564393715.289342
3,3.686,1564393715.399840
0,7.357,1564393715.530507
1,5.608,1564393715.645423
3,3.377,1564393715.878944
0,7.200,1564393716.010047
1,5.973,1564393716.126485
2,6.418,1564393716.247777
3,3.083,1564393716.358089
0,7.271,1564393716.490255
1,6.031,1564393716.606651
2,6.368,1564393716.727631
