1.5,4.5,1564393684.2
1.5,4.5,1564393684.34
1.5,4.5,1564393684.34
1.5,4.5,1564393684.34
1.5,5.5,1564393684.94
1.5,5.5,1564393684.94
1.5,5.5,1564393684.94
1.5,5.5,1564393684.94
1.5,5.5,1564393685.52
1.5,5.5,1564393685.52
1.5,5.5,1564393685.64
1.5,5.5,1564393685.79
1.5,5.5,1564393685.9
1.5,5.5,1564393686.0
1.5,6.5,1564393686.12
1.5,6.5,1564393686.26
1.5,6.5,1564393686.38
1.5,6.5,1564393686.48
1.5,6.5,1564393686.6
2.5,6.5,1564393686.74
2.5,6.5,1564393686.86
2.5,6.5,1564393686.96
2.5,6.5,1564393687.08
2.5,6.5,1564393687.22
2.5,6.5,1564393687.82
2.5,6.5,1564393687.92
2.5,6.5,1564393688.04
3.5,6.5,1564393688.18
3.5,6.5,1564393688.18
3.5,6.5,1564393688.52
3.5,6.5,1564393688.78
3.5,6.5,1564393688.78
3.5,6.5,1564393688.88
3.5,6.5,1564393688.99
3.5,6.5,1564393689.14
3.5,6.5,1564393689.26
4.5,5.5,1564393689.36
4.5,5.5,1564393689.47
4.5,6.5,1564393689.62
4.5,6.5,1564393690.22
4.5,6.5,1564393690.22
4.5,6.5,1564393690.22
5.5,6.5,1564393690.8
5.5,6.5,1564393690.8
5.5,6.5,1564393690.91
5.5,6.5,1564393691.05
5.5,6.5,1564393691.17
5.5,6.5,1564393691.29
5.5,6.5,1564393691.39
5.5,5.5,1564393691.53
5.5,5.5,1564393691.65
5.5,5.5,1564393691.77
5.5,5.5,1564393691.87
5.5,5.5,1564393692.01
6.5,6.5,1564393692.13
6.5,6.5,1564393692.25
6.5,6.5,1564393692.35
6.5,6.5,1564393692.49
6.5,6.5,1564393692.61
6.5,5.5,1564393692.73
6.5,5.5,1564393692.73
7.5,6.5,1564393693.09
7.5,6.5,1564393693.32
7.5,6.5,1564393693.32
7.5,6.5,1564393693.45
7.5,6.5,1564393693.57
8.5,4.5,1564393693.69
8.5,6.5,1564393694.28
8.5,6.5,1564393694.28
8.5,6.5,1564393694.41
8.5,6.5,1564393694.53
8.5,6.5,1564393694.65
8.5,6.5,1564393694.76
8.5,6.5,1564393694.88
9.5,6.5,1564393695.01
9.5,6.5,1564393695.13
9.5,6.5,1564393695.24
9.5,6.5,1564393695.36
9.5,6.5,1564393695.49
9.5,6.5,1564393695.62
9.5,6.5,1564393695.72
9.5,6.5,1564393695.84
9.5,6.5,1564393695.96
9.5,6.5,1564393696.1
10.5,6.5,1564393696.2
10.5,6.5,1564393696.32
10.5,6.5,1564393696.44
10.5,6.5,1564393696.58
10.5,6.5,1564393696.68
10.5,6.5,1564393696.8
10.5,6.5,1564393696.92
10.5,6.5,1564393697.06
10.5,6.5,1564393697.17
10.5,6.5,1564393697.28
11.5,6.5,1564393697.4
11.5,6.5,1564393697.54
11.5,6.5,1564393697.54
11.5,6.5,1564393697.54
11.5,6.5,1564393698.13
11.5,6.5,1564393698.13
11.5,6.5,1564393698.24
11.5,6.5,1564393698.36
11.5,6.5,1564393698.5
12.5,6.5,1564393698.61
12.5,6.5,1564393698.71
12.5,6.5,1564393698.84
12.5,6.5,1564393698.98
12.5,6.5,1564393699.09
12.5,6.5,1564393699.19
12.5,5.5,1564393699.32
12.5,5.5,1564393699.46
12.5,5.5,1564393699.57
12.5,5.5,1564393699.67
12.5,5.5,1564393699.8
12.5,5.5,1564393699.94
12.5,5.5,1564393700.05
12.5,5.5,1564393700.16
12.5,5.5,1564393700.28
12.5,5.5,1564393700.43
12.5,5.5,1564393700.53
12.5,5.5,1564393700.64
13.5,4.5,1564393700.76
13.5,4.5,1564393700.91
13.5,4.5,1564393701.01
13.5,4.5,1564393701.12
13.5,4.5,1564393701.24
12.5,4.5,1564393701.38
12.5,4.5,1564393701.49
12.5,4.5,1564393701.6
12.5,4.5,1564393701.72
12.5,4.5,1564393701.86
12.5,4.5,1564393701.97
12.5,4.5,1564393702.08
12.5,4.5,1564393702.2
12.5,4.5,1564393702.34
12.5,4.5,1564393702.45
12.5,4.5,1564393702.56
12.5,4.5,1564393702.68
12.5,4.5,1564393702.82
12.5,4.5,1564393702.93
11.5,4.5,1564393703.04
11.5,3.5,1564393703.16
11.5,4.5,1564393703.3
11.5,4.5,1564393703.41
11.5,4.5,1564393703.52
11.5,4.5,1564393703.64
11.5,4.5,1564393703.78
11.5,4.5,1564393703.89
11.5,4.5,1564393704.0
11.5,4.5,1564393704.12
11.5,5.5,1564393704.26
11.5,5.5,1564393704.37
11.5,5.5,1564393704.48
11.5,5.5,1564393704.6
11.5,5.5,1564393704.74
11.5,5.5,1564393704.85
11.5,5.5,1564393704.96
12.5,5.5,1564393705.08
12.5,5.5,1564393705.22
12.5,5.5,1564393705.33
12.5,5.5,1564393705.44
12.5,5.5,1564393705.56
12.5,5.5,1564393705.7
13.5,5.5,1564393705.92
13.5,5.5,1564393706.04
13.5,4.5,1564393706.19
13.5,4.5,1564393706.29
13.5,4.5,1564393706.4
13.5,4.5,1564393706.52
12.5,4.5,1564393706.67
12.5,4.5,1564393706.77
12.5,4.5,1564393706.88
12.5,4.5,1564393707.0
12.5,4.5,1564393707.14
12.5,4.5,1564393707.25
12.5,4.5,1564393707.36
12.5,3.5,1564393707.48
12.5,3.5,1564393707.62
12.5,3.5,1564393707.73
12.5,3.5,1564393707.84
12.5,3.5,1564393707.95
12.5,3.5,1564393708.1
11.5,3.5,1564393708.21
11.5,3.5,1564393708.32
11.5,3.5,1564393708.44
11.5,3.5,1564393708.58
11.5,3.5,1564393708.69
11.5,3.5,1564393708.8
11.5,3.5,1564393708.92
11.5,4.5,1564393709.06
11.5,3.5,1564393709.17
11.5,4.5,1564393709.28
11.5,4.5,1564393709.4
11.5,4.5,1564393709.54
11.5,4.5,1564393709.65
11.5,4.5,1564393709.76
11.5,4.5,1564393709.88
11.5,4.5,1564393710.02
11.5,4.5,1564393710.13
11.5,4.5,1564393710.24
11.5,4.5,1564393710.36
11.5,5.5,1564393710.5
11.5,5.5,1564393710.61
10.5,5.5,1564393710.72
10.5,5.5,1564393710.84
10.5,5.5,1564393710.98
10.5,5.5,1564393710.98
10.5,5.5,1564393711.32
10.5,5.5,1564393711.56
10.5,5.5,1564393711.56
10.5,5.5,1564393711.68
9.5,5.5,1564393711.8
9.5,5.5,1564393711.94
9.5,5.5,1564393712.04
9.5,5.5,1564393712.16
9.5,5.5,1564393712.28
9.5,5.5,1564393712.42
9.5,5.5,1564393712.52
9.5,5.5,1564393712.64
8.5,4.5,1564393712.76
8.5,4.5,1564393712.89
8.5,4.5,1564393713.0
8.5,4.5,1564393713.13
8.5,4.5,1564393713.24
8.5,4.5,1564393713.37
8.5,4.5,1564393713.48
8.5,4.5,1564393713.61
8.5,4.5,1564393713.72
8.5,4.5,1564393713.85
8.5,4.5,1564393713.96
8.5,4.5,1564393714.09
8.5,4.5,1564393714.2
8.5,2.5,1564393714.81
7.5,2.5,1564393714.81
7.5,2.5,1564393714.92
7.5,3.5,1564393715.05
7.5,3.5,1564393715.16
7.5,3.5,1564393715.29
7.5,4.5,1564393715.29
7.5,4.5,1564393715.65
7.5,4.5,1564393715.88
7.5,4.5,1564393715.88
7.5,4.5,1564393716.01
7.5,4.5,1564393716.13
7.5,4.5,1564393716.25
7.5,4.5,1564393716.36
